k,c,freq,rms,variacao,mecanismo,oscilacao,amplitude_m,rms_harmonico,transmissibilidade
2100.0,200.0,10.6,30.0967,k,2,y,0.01,31.346151,0.9601402098777614
2100.0,200.0,10.7,30.6435,k,2,y,0.01,31.971995,0.9584481669035667
2100.0,200.0,10.8,31.1379,k,2,y,0.01,32.540897,0.9568851159818981
2100.0,200.0,10.9,31.7041,k,2,y,0.01,33.165406,0.9559388478464579
2100.0,200.0,11.0,32.2247,k,2,y,0.01,33.777703,0.9540228357150277
2100.0,200.0,11.1,32.765,k,2,y,0.01,34.373588,0.9532027904680769
2100.0,200.0,11.2,33.3382,k,2,y,0.01,35.029025,0.9517307432907426
2100.0,200.0,11.3,33.8559,k,2,y,0.01,35.624512,0.9503540708150612
2100.0,200.0,11.4,34.449,k,2,y,0.01,36.277382,0.9495999463246823
2100.0,200.0,11.5,34.9935,k,2,y,0.01,36.918192,0.9478660276754615
2100.0,200.0,11.6,35.5586,k,2,y,0.01,37.540562,0.9472047861190783
2100.0,200.0,11.7,36.1573,k,2,y,0.01,38.225606,0.9458921331423759
2100.0,200.0,11.8,36.6977,k,2,y,0.01,38.847696,0.9446557654281479
2100.0,200.0,11.9,37.3184,k,2,y,0.01,39.528885,0.9440792473655656
2100.0,200.0,12.0,37.8838,k,2,y,0.01,40.198258,0.9424239229471087
2100.0,200.0,12.1,38.4729,k,2,y,0.01,40.847074,0.9418765221714536
2100.0,200.0,12.2,39.0962,k,2,y,0.01,41.561738,0.9406776973571221
2100.0,200.0,12.3,39.6596,k,2,y,0.01,42.210449,0.9395683045209967
2100.0,200.0,12.4,40.3027,k,2,y,0.01,42.919915,0.939020964976282
2100.0,200.0,12.5,40.8919,k,2,y,0.01,43.617901,0.9375027010125957
2100.0,200.0,12.6,41.5046,k,2,y,0.01,44.293124,0.9370438626094652
2100.0,200.0,12.7,42.1523,k,2,y,0.01,45.03742,0.9359394920934636
2100.0,200.0,12.8,42.7362,k,2,y,0.01,45.712771,0.93488535184183
2100.0,200.0,12.9,43.4064,k,2,y,0.01,46.45047,0.9344663250985403
2100.0,200.0,13.0,44.0179,k,2,y,0.01,47.177122,0.9330348722840702
2100.0,200.0,13.1,44.655,k,2,y,0.01,47.878712,0.9326691996225797
2100.0,200.0,13.2,45.3278,k,2,y,0.01,48.652653,0.931661424506491
2100.0,200.0,13.3,45.9336,k,2,y,0.01,49.354663,0.9306840976707712
2100.0,200.0,13.4,46.6299,k,2,y,0.01,50.120552,0.9303548771769312
2100.0,200.0,13.5,47.2641,k,2,y,0.01,50.87592,0.929007278885571
2100.0,200.0,13.6,47.925,k,2,y,0.01,51.603839,0.9287099744652718
2100.0,200.0,13.7,48.6219,k,2,y,0.01,52.407436,0.9277671970061653
2100.0,200.0,13.8,49.2493,k,2,y,0.01,53.136126,0.926851535996433
2100.0,200.0,13.9,49.9701,k,2,y,0.01,53.93016,0.9265705868478789
2100.0,200.0,14.0,50.6246,k,2,y,0.01,54.714295,0.925253628873405
2200.0,200.0,0.1,0.00456409,k,2,y,0.01,0.002696,1.6929117210682492
2200.0,200.0,0.2,0.0131394,k,2,y,0.01,0.011463,1.1462444386286315
2200.0,200.0,0.3,0.0254346,k,2,y,0.01,0.024664,1.031243918261434
2200.0,200.0,0.4,0.04489,k,2,y,0.01,0.045022,0.9970681000399805
2200.0,200.0,0.5,0.06931749999999999,k,2,y,0.01,0.069789,0.993243920961756
2200.0,200.0,0.6,0.100044,k,2,y,0.01,0.099902,1.0014213929651057
2200.0,200.0,0.7,0.13980399999999998,k,2,y,0.01,0.137821,1.0143882282090537
2200.0,200.0,0.8,0.182292,k,2,y,0.01,0.177426,1.0274255182442258
2200.0,200.0,0.9,0.23638,k,2,y,0.01,0.22688,1.0418723554301834
2200.0,200.0,1.0,0.29473,k,2,y,0.01,0.279155,1.0557933764396124
2200.0,200.0,1.1,0.359722,k,2,y,0.01,0.33664,1.0685658269961977
2200.0,200.0,1.2,0.436731,k,2,y,0.01,0.403739,1.0817161582111214
2200.0,200.0,1.3,0.513604,k,2,y,0.01,0.469748,1.0933606955218542
2200.0,200.0,1.4,0.605074,k,2,y,0.01,0.54827,1.1036058876101191
2200.0,200.0,1.5,0.700036,k,2,y,0.01,0.628098,1.114533082417075
2200.0,200.0,1.6,0.799925,k,2,y,0.01,0.712912,1.1220529321992054
2200.0,200.0,1.7,0.914589,k,2,y,0.01,0.809216,1.1302161598386586
2200.0,200.0,1.8,1.02506,k,2,y,0.01,0.901631,1.1368952487214838
2200.0,200.0,1.9,1.15135,k,2,y,0.01,1.009191,1.1408643160709917
2200.0,200.0,2.0,1.28023,k,2,y,0.01,1.116618,1.146524594803236
2200.0,200.0,2.1,1.41016,k,2,y,0.01,1.228716,1.147669599809883
2200.0,200.0,2.2,1.55753,k,2,y,0.01,1.354252,1.1501035257839753
2200.0,200.0,2.3,1.69544,k,2,y,0.01,1.473076,1.1509521572546155
2200.0,200.0,2.4,1.84871,k,2,y,0.01,1.609644,1.1485210394348067
2200.0,200.0,2.5,2.00512,k,2,y,0.01,1.744716,1.1492529443187314
2200.0,200.0,2.6,2.15623,k,2,y,0.01,1.884053,1.1444635580846185
2200.0,200.0,2.7,2.32723,k,2,y,0.01,2.038847,1.1414441593704678
2200.0,200.0,2.8,2.48539,k,2,y,0.01,2.184083,1.137955837758913
2200.0,200.0,2.9,2.65586,k,2,y,0.01,2.349628,1.1303321206591002
2200.0,200.0,3.0,2.83054,k,2,y,0.01,2.512391,1.1266319613467808
2200.0,200.0,3.1,2.99507,k,2,y,0.01,2.678924,1.1180123064334786
2200.0,200.0,3.2,3.18074,k,2,y,0.01,2.862999,1.1109818759978611
2200.0,200.0,3.3,3.34972,k,2,y,0.01,3.034651,1.1038238004963339
2200.0,200.0,3.4,3.5293400000000004,k,2,y,0.01,3.229143,1.0929649136009152
2200.0,200.0,3.5,3.71537,k,2,y,0.01,3.419643,1.086478910225424
2200.0,200.0,3.6,3.88392,k,2,y,0.01,3.613328,1.0748871954054544
2200.0,200.0,3.7,4.07676,k,2,y,0.01,3.82671,1.0653433367043754
2200.0,200.0,3.8,4.2523300000000015,k,2,y,0.01,4.024783,1.0565364642019213
2200.0,200.0,3.9,4.43281,k,2,y,0.01,4.248188,1.043458999460476
2200.0,200.0,4.0,4.62369,k,2,y,0.01,4.466473,1.0351993620021884
2200.0,200.0,4.1,4.79426,k,2,y,0.01,4.687267,1.022826307953014
2200.0,200.0,4.2,4.98795,k,2,y,0.01,4.929977,1.0117592840696823
2200.0,200.0,4.3,5.1638,k,2,y,0.01,5.154477,1.0018087189059142
2200.0,200.0,4.4,5.34371,k,2,y,0.01,5.406764,0.9883379411418733
2200.0,200.0,4.5,5.53563,k,2,y,0.01,5.65288,0.9792583603402161
2200.0,200.0,4.6,5.70135,k,2,y,0.01,5.900739,0.9662094866422664
2200.0,200.0,4.7,5.89427,k,2,y,0.01,6.172801,0.9548776965270709
2200.0,200.0,4.8,6.06995,k,2,y,0.01,6.423734,0.944925490376781
2200.0,200.0,4.9,6.24302,k,2,y,0.01,6.704869,0.9311173715698248
2200.0,200.0,5.0,6.43426,k,2,y,0.01,6.978864,0.9219638038511713
