k,c,freq,rms,variacao,mecanismo,oscilacao,amplitude_m,rms_harmonico,transmissibilidade
2500.0,200.0,0.9,0.267927,k,3,x,0.01,0.22688,1.1809194287729197
2500.0,200.0,1.0,0.325286,k,3,x,0.01,0.279155,1.165252279199728
2500.0,200.0,1.1,0.388924,k,3,x,0.01,0.33664,1.1553113117870721
2500.0,200.0,1.2,0.463514,k,3,x,0.01,0.403739,1.1480535692613296
2500.0,200.0,1.3,0.53819,k,3,x,0.01,0.469748,1.1456993962720436
2500.0,200.0,1.4,0.62659,k,3,x,0.01,0.54827,1.1428493260619768
2500.0,200.0,1.5,0.717921,k,3,x,0.01,0.628098,1.143007938251674
2500.0,200.0,1.6,0.814263,k,3,x,0.01,0.712912,1.1421648113652176
2500.0,200.0,1.7,0.924213,k,3,x,0.01,0.809216,1.14210915256248
2500.0,200.0,1.8,1.0299,k,3,x,0.01,0.901631,1.1422632984003436
2500.0,200.0,1.9,1.15082,k,3,x,0.01,1.009191,1.1403391429372636
2500.0,200.0,2.0,1.27334,k,3,x,0.01,1.116618,1.1403541766297873
2500.0,200.0,2.1,1.39711,k,3,x,0.01,1.228716,1.1370487565881784
2500.0,200.0,2.2,1.53668,k,3,x,0.01,1.354252,1.1347075728889453
2500.0,200.0,2.3,1.6669,k,3,x,0.01,1.473076,1.1315777325813468
2500.0,200.0,2.4,1.81208,k,3,x,0.01,1.609644,1.1257644547490002
2500.0,200.0,2.5,1.95825,k,3,x,0.01,1.744716,1.1223889733343422
2500.0,200.0,2.6,2.10066,k,3,x,0.01,1.884053,1.11496863410955
2500.0,200.0,2.7,2.26105,k,3,x,0.01,2.038847,1.1089846369050742
2500.0,200.0,2.8,2.40779,k,3,x,0.01,2.184083,1.1024260524897633
2500.0,200.0,2.9,2.56833,k,3,x,0.01,2.349628,1.0930794151244367
2500.0,200.0,3.0,2.73072,k,3,x,0.01,2.512391,1.0869008844562809
2500.0,200.0,3.1,2.88455,k,3,x,0.01,2.678924,1.0767569367402734
2500.0,200.0,3.2,3.05882,k,3,x,0.01,2.862999,1.068397159761495
2500.0,200.0,3.3,3.21682,k,3,x,0.01,3.034651,1.0600296376749747
2500.0,200.0,3.4,3.38737,k,3,x,0.01,3.229143,1.0489996881525532
2500.0,200.0,3.5,3.56186,k,3,x,0.01,3.419643,1.0415882593592372
2500.0,200.0,3.6,3.72398,k,3,x,0.01,3.613328,1.030623292432904
2500.0,200.0,3.7,3.90911,k,3,x,0.01,3.82671,1.021532857206321
2500.0,200.0,3.8,4.07685,k,3,x,0.01,4.024783,1.0129365980724925
2500.0,200.0,3.9,4.25617,k,3,x,0.01,4.248188,1.0018789187295853
2500.0,200.0,4.0,4.44221,k,3,x,0.01,4.466473,0.9945677495419766
2500.0,200.0,4.1,4.6133,k,3,x,0.01,4.687267,0.9842195889417009
2500.0,200.0,4.2,4.81011,k,3,x,0.01,4.929977,0.9756860934645334
2500.0,200.0,4.3,4.99,k,3,x,0.01,5.154477,0.9680904580619916
2500.0,200.0,4.4,5.18307,k,3,x,0.01,5.406764,0.9586270086876364
2500.0,200.0,4.5,5.39595,k,3,x,0.01,5.65288,0.954548831745942
2500.0,200.0,4.6,5.41709,k,3,x,0.01,5.900739,0.9180358595762328
2500.0,200.0,4.7,5.46145,k,3,x,0.01,6.172801,0.8847604191354946
2500.0,200.0,4.8,5.83089,k,3,x,0.01,6.423734,0.9077103753050797
2500.0,200.0,4.9,6.13588,k,3,x,0.01,6.704869,0.915137939309478
2500.0,200.0,5.0,6.35054,k,3,x,0.01,6.978864,0.9099675821165164
2500.0,200.0,5.1,6.51635,k,3,x,0.01,7.253746,0.8983427321552203
2500.0,200.0,5.2,6.69967,k,3,x,0.01,7.555182,0.8867648721102946
2500.0,200.0,5.3,6.86617,k,3,x,0.01,7.832555,0.8766194428254893
2500.0,200.0,5.4,7.06329,k,3,x,0.01,8.142505,0.8674590927484847
2500.0,200.0,5.5,7.27231,k,3,x,0.01,8.444426,0.8611964862975885
2500.0,200.0,5.6,7.47909,k,3,x,0.01,8.746287,0.855116005225989
2500.0,200.0,5.7,7.72282,k,3,x,0.01,9.077119,0.8508007882236643
2500.0,200.0,5.8,7.94882,k,3,x,0.01,9.38094,0.8473372604451153
2500.0,200.0,5.9,8.20092,k,3,x,0.01,9.719671,0.8437446082279946
2500.0,200.0,6.0,8.4575,k,3,x,0.01,10.049564,0.8415787988414223
2500.0,200.0,6.1,8.70458,k,3,x,0.01,10.378363,0.8387237948797898
2500.0,200.0,6.2,8.98469,k,3,x,0.01,10.738612,0.8366714431995494
2500.0,200.0,6.3,9.23916,k,3,x,0.01,11.06889,0.8346961619457778
2500.0,200.0,6.4,9.51784,k,3,x,0.01,11.436366,0.8322433892024792
2500.0,200.0,6.5,9.79889,k,3,x,0.01,11.79428,0.8308171418687702
2500.0,200.0,6.6,10.0654,k,3,x,0.01,12.149974,0.8284297563105897
2500.0,200.0,6.7,10.3658,k,3,x,0.01,12.539661,0.8266411667747636
2500.0,200.0,6.8,10.6385,k,3,x,0.01,12.896404,0.8249198768897128
2500.0,200.0,6.9,10.9342,k,3,x,0.01,13.29259,0.8225785945402664
2500.0,200.0,7.0,11.2316,k,3,x,0.01,13.678574,0.8211089840212876
2500.0,200.0,7.1,11.5137,k,3,x,0.01,14.06112,0.8188323547484126
2500.0,200.0,7.2,11.8308,k,3,x,0.01,14.480264,0.8170293027806675
2500.0,200.0,7.3,12.1169,k,3,x,0.01,14.863483,0.8152126927450315
2500.0,200.0,7.4,12.428,k,3,x,0.01,15.288343,0.8129069317714811
2500.0,200.0,7.5,12.7413,k,3,x,0.01,15.702444,0.8114214577042912
2500.0,200.0,7.6,13.036,k,3,x,0.01,16.111802,0.8090963381997867
2500.0,200.0,7.7,13.3687,k,3,x,0.01,16.560422,0.8072680756565263
2500.0,200.0,7.8,13.6696,k,3,x,0.01,16.970129,0.8055094925913645
2500.0,200.0,7.9,13.9945,k,3,x,0.01,17.423625,0.8031910695965966
2500.0,200.0,8.0,14.3225,k,3,x,0.01,17.865892,0.8016672215414714
2500.0,200.0,8.1,14.6315,k,3,x,0.01,18.302019,0.7994473178068496
2500.0,200.0,8.2,14.9794,k,3,x,0.01,18.780134,0.7976194419060055
2500.0,200.0,8.3,15.293,k,3,x,0.01,19.21634,0.7958331295137367
2500.0,200.0,8.4,15.6328,k,3,x,0.01,19.698435,0.7936061925731663
2500.0,200.0,8.5,15.976,k,3,x,0.01,20.168918,0.7921099188364988
2500.0,200.0,8.6,16.2972,k,3,x,0.01,20.631772,0.7899079148412458
2500.0,200.0,8.7,16.6605,k,3,x,0.01,21.1394,0.7881254907897102
2500.0,200.0,8.8,16.9888,k,3,x,0.01,21.602117,0.7864414399755358
2500.0,200.0,8.9,17.342,k,3,x,0.01,22.112774,0.784252577265973
2500.0,200.0,9.0,17.6999,k,3,x,0.01,22.61152,0.7827824047211334
2500.0,200.0,9.1,18.0356,k,3,x,0.01,23.101062,0.7807260116439668
2500.0,200.0,9.2,18.4138,k,3,x,0.01,23.63822,0.7789842043944086
2500.0,200.0,9.3,18.7549,k,3,x,0.01,24.127461,0.7773258860515825
2500.0,200.0,9.4,19.1232,k,3,x,0.01,24.66664,0.7752657029899491
2500.0,200.0,9.5,19.4962,k,3,x,0.01,25.1937,0.773852193207032
2500.0,200.0,9.6,19.8551,k,3,x,0.01,25.709888,0.7722748539394648
2500.0,200.0,9.7,20.2378,k,3,x,0.01,26.276592,0.7701835915403337
2500.0,200.0,9.8,20.5934,k,3,x,0.01,26.792372,0.768629220287028
2500.0,200.0,9.9,20.9749,k,3,x,0.01,27.360035,0.7666254812905028
2500.0,200.0,10.0,21.3626,k,3,x,0.01,27.915457,0.7652606224573003
2500.0,200.0,10.1,21.7249,k,3,x,0.01,28.458251,0.7633954736009603
2500.0,200.0,10.2,22.1331,k,3,x,0.01,29.054518,0.761778254246035
2500.0,200.0,10.3,22.5015,k,3,x,0.01,29.596851,0.7602666918855657
2500.0,200.0,10.4,22.8977,k,3,x,0.01,30.192957,0.7583788497430046
2500.0,200.0,10.5,23.2998,k,3,x,0.01,30.776791,0.7570574852979313
2500.0,200.0,10.6,23.6733,k,3,x,0.01,31.346151,0.7552219090630936
2500.0,200.0,10.7,24.0961,k,3,x,0.01,31.971995,0.7536626976202142
2500.0,200.0,10.8,24.4782,k,3,x,0.01,32.540897,0.7522288030351468
2500.0,200.0,10.9,24.8858,k,3,x,0.01,33.165406,0.7503541491396186
2500.0,200.0,11.0,25.301,k,3,x,0.01,33.777703,0.7490444214042618
2500.0,200.0,11.1,25.6874,k,3,x,0.01,34.373588,0.7473005145695003
2500.0,200.0,11.2,26.1218,k,3,x,0.01,35.029025,0.7457187289683341
2500.0,200.0,11.3,26.5139,k,3,x,0.01,35.624512,0.7442600196179529
2500.0,200.0,11.4,26.9334,k,3,x,0.01,36.277382,0.7424295391547272
2500.0,200.0,11.5,27.3595,k,3,x,0.01,36.918192,0.7410845038131879
2500.0,200.0,11.6,27.7532,k,3,x,0.01,37.540562,0.7392856825105601
2500.0,200.0,11.7,28.1985,k,3,x,0.01,38.225606,0.7376861468200138
2500.0,200.0,11.8,28.6002,k,3,x,0.01,38.847696,0.7362135453284026
2500.0,200.0,11.9,29.0267,k,3,x,0.01,39.528885,0.7343161842283181
2500.0,200.0,12.0,29.4618,k,3,x,0.01,40.198258,0.7329123565503759
2500.0,200.0,12.1,29.8643,k,3,x,0.01,40.847074,0.7311245843459926
2500.0,200.0,12.2,30.3172,k,3,x,0.01,41.561738,0.7294497645887668
2500.0,200.0,12.3,30.7254,k,3,x,0.01,42.210449,0.7279098120941572
2500.0,200.0,12.4,31.1608,k,3,x,0.01,42.919915,0.7260219410965748
2500.0,200.0,12.5,31.6037,k,3,x,0.01,43.617901,0.7245580203412355
2500.0,200.0,12.6,32.0109,k,3,x,0.01,44.293124,0.7227058538476536
2500.0,200.0,12.7,32.4735,k,3,x,0.01,45.03742,0.721033753709693
2500.0,200.0,12.8,32.89,k,3,x,0.01,45.712771,0.7194925899372848
2500.0,200.0,12.9,33.3314,k,3,x,0.01,46.45047,0.7175686274003256
2500.0,200.0,13.0,33.7833,k,3,x,0.01,47.177122,0.7160949750177639
2500.0,200.0,13.1,34.2,k,3,x,0.01,47.878712,0.7143049295060402
2500.0,200.0,13.2,34.6697,k,3,x,0.01,48.652653,0.7125962894561988
2500.0,200.0,13.3,35.093,k,3,x,0.01,49.354663,0.7110371719081539
2500.0,200.0,13.4,35.5435,k,3,x,0.01,50.120552,0.7091601864241239
2500.0,200.0,13.5,36.0028,k,3,x,0.01,50.87592,0.7076589474942173
2500.0,200.0,13.6,36.4243,k,3,x,0.01,51.603839,0.7058447725177966
2500.0,200.0,13.7,36.9017,k,3,x,0.01,52.407436,0.7041309939299454
2500.0,200.0,13.8,37.3315,k,3,x,0.01,53.136126,0.7025634499586967
2500.0,200.0,13.9,37.7856,k,3,x,0.01,53.93016,0.7006394937452439
2500.0,200.0,14.0,38.2511,k,3,x,0.01,54.714295,0.6991061476712804
2600.0,200.0,0.1,0.013841,k,3,x,0.01,0.002696,5.133902077151335
2600.0,200.0,0.2,0.0295203,k,3,x,0.01,0.011463,2.575268254383669
2600.0,200.0,0.3,0.0478315,k,3,x,0.01,0.024664,1.9393245215698995
2600.0,200.0,0.4,0.0711421,k,3,x,0.01,0.045022,1.5801630314068678
2600.0,200.0,0.5,0.0986048,k,3,x,0.01,0.069789,1.4128988809124647
2600.0,200.0,0.6,0.131278,k,3,x,0.01,0.099902,1.314067786430702
2600.0,200.0,0.7,0.171559,k,3,x,0.01,0.137821,1.2447957858381524
2600.0,200.0,0.8,0.214646,k,3,x,0.01,0.177426,1.2097775974208966
2600.0,200.0,0.9,0.267942,k,3,x,0.01,0.22688,1.1809855430183358
2600.0,200.0,1.0,0.325309,k,3,x,0.01,0.279155,1.1653346707026564
2600.0,200.0,1.1,0.38896,k,3,x,0.01,0.33664,1.1554182509505704
2600.0,200.0,1.2,0.463563,k,3,x,0.01,0.403739,1.1481749347969852
2600.0,200.0,1.3,0.538267,k,3,x,0.01,0.469748,1.1458633139470527
2600.0,200.0,1.4,0.626701,k,3,x,0.01,0.54827,1.1430517810567784
2600.0,200.0,1.5,0.718076,k,3,x,0.01,0.628098,1.1432547150285466
2600.0,200.0,1.6,0.814476,k,3,x,0.01,0.712912,1.1424635859685346
2600.0,200.0,1.7,0.924495,k,3,x,0.01,0.809216,1.1424576380101232
2600.0,200.0,1.8,1.03026,k,3,x,0.01,0.901631,1.142662574822738
2600.0,200.0,1.9,1.15129,k,3,x,0.01,1.009191,1.1408048625086826
2600.0,200.0,2.0,1.27391,k,3,x,0.01,1.116618,1.140864646638331
2600.0,200.0,2.1,1.39782,k,3,x,0.01,1.228716,1.1376265955680565
2600.0,200.0,2.2,1.53753,k,3,x,0.01,1.354252,1.135335225644858
2600.0,200.0,2.3,1.66789,k,3,x,0.01,1.473076,1.1322497956656683
2600.0,200.0,2.4,1.81322,k,3,x,0.01,1.609644,1.1264726858858232
2600.0,200.0,2.5,1.95957,k,3,x,0.01,1.744716,1.1231455434580757
2600.0,200.0,2.6,2.10214,k,3,x,0.01,1.884053,1.115754174643707
2600.0,200.0,2.7,2.26269,k,3,x,0.01,2.038847,1.109789013103975
2600.0,200.0,2.8,2.4096,k,3,x,0.01,2.184083,1.1032547755740052
2600.0,200.0,2.9,2.5703,k,3,x,0.01,2.349628,1.0939178457185563
2600.0,200.0,3.0,2.73283,k,3,x,0.01,2.512391,1.087740721886044
2600.0,200.0,3.1,2.88678,k,3,x,0.01,2.678924,1.0775893605044413
2600.0,200.0,3.2,3.06116,k,3,x,0.01,2.862999,1.0692144845317795
2600.0,200.0,3.3,3.21924,k,3,x,0.01,3.034651,1.0608270934614885
2600.0,200.0,3.4,3.38984,k,3,x,0.01,3.229143,1.0497645969844012
2600.0,200.0,3.5,3.56437,k,3,x,0.01,3.419643,1.042322254106642
2600.0,200.0,3.6,3.72648,k,3,x,0.01,3.613328,1.0313151753729526
2600.0,200.0,3.7,3.91159,k,3,x,0.01,3.82671,1.0221809334911713
2600.0,200.0,3.8,4.07925,k,3,x,0.01,4.024783,1.013532903513059
2600.0,200.0,3.9,4.25842,k,3,x,0.01,4.248188,1.0024085563068301
2600.0,200.0,4.0,4.44426,k,3,x,0.01,4.466473,0.9950267246661963
2600.0,200.0,4.1,4.61502,k,3,x,0.01,4.687267,0.9845865405149739
2600.0,200.0,4.2,4.81139,k,3,x,0.01,4.929977,0.9759457295642556
2600.0,200.0,4.3,4.9905,k,3,x,0.01,5.154477,0.9681874611139015
2600.0,200.0,4.4,5.18122,k,3,x,0.01,5.406764,0.9582848446871363
2600.0,200.0,4.5,5.38488,k,3,x,0.01,5.65288,0.9525905379204936
2600.0,200.0,4.6,5.59075,k,3,x,0.01,5.900739,0.9474660716225545
2600.0,200.0,4.7,5.5749,k,3,x,0.01,6.172801,0.903139433783788
2600.0,200.0,4.8,5.66086,k,3,x,0.01,6.423734,0.8812413465439259
2600.0,200.0,4.9,6.03558,k,3,x,0.01,6.704869,0.9001786612087425
2600.0,200.0,5.0,6.34358,k,3,x,0.01,6.978864,0.9089702851352313
2600.0,200.0,5.1,6.5609,k,3,x,0.01,7.253746,0.904484386412207
2600.0,200.0,5.2,6.76324,k,3,x,0.01,7.555182,0.8951789645835136
2600.0,200.0,5.3,6.93136,k,3,x,0.01,7.832555,0.8849423974680037
2600.0,200.0,5.4,7.1216,k,3,x,0.01,8.142505,0.8746202796313911
2600.0,200.0,5.5,7.3207,k,3,x,0.01,8.444426,0.8669268935508465
2600.0,200.0,5.6,7.51736,k,3,x,0.01,8.746287,0.859491576254015
2600.0,200.0,5.7,7.75113,k,3,x,0.01,9.077119,0.8539196192095752
2600.0,200.0,5.8,7.96875,k,3,x,0.01,9.38094,0.8494617810155485
2600.0,200.0,5.9,8.21373,k,3,x,0.01,9.719671,0.8450625540720462
2600.0,200.0,6.0,8.46442,k,3,x,0.01,10.049564,0.8422673859283846
2600.0,200.0,6.1,8.70681,k,3,x,0.01,10.378363,0.8389386649898448
2600.0,200.0,6.2,8.98321,k,3,x,0.01,10.738612,0.8365336227810447
2600.0,200.0,6.3,9.23478,k,3,x,0.01,11.06889,0.8343004583115381
2600.0,200.0,6.4,9.51128,k,3,x,0.01,11.436366,0.8316697804180104
2600.0,200.0,6.5,9.79068,k,3,x,0.01,11.79428,0.8301210417253109
2600.0,200.0,6.6,10.056,k,3,x,0.01,12.149974,0.8276560921035715
2600.0,200.0,6.7,10.3556,k,3,x,0.01,12.539661,0.8258277476560172
2600.0,200.0,6.8,10.6278,k,3,x,0.01,12.896404,0.8240901882416215
2600.0,200.0,6.9,10.9232,k,3,x,0.01,13.29259,0.8217510658193775
2600.0,200.0,7.0,11.2206,k,3,x,0.01,13.678574,0.8203048066267726
2600.0,200.0,7.1,11.5028,k,3,x,0.01,14.06112,0.8180571675655993
2600.0,200.0,7.2,11.8201,k,3,x,0.01,14.480264,0.8162903659767529
2600.0,200.0,7.3,12.1066,k,3,x,0.01,14.863483,0.814519719234045
2600.0,200.0,7.4,12.4181,k,3,x,0.01,15.288343,0.8122593795809003
2600.0,200.0,7.5,12.7318,k,3,x,0.01,15.702444,0.8108164563427196
2600.0,200.0,7.6,13.0271,k,3,x,0.01,16.111802,0.8085439480946948
2600.0,200.0,7.7,13.3603,k,3,x,0.01,16.560422,0.8067608422055912
2600.0,200.0,7.8,13.6618,k,3,x,0.01,16.970129,0.8050498614359384
2600.0,200.0,7.9,13.9874,k,3,x,0.01,17.423625,0.8027835768963116
2600.0,200.0,8.0,14.3159,k,3,x,0.01,17.865892,0.8012978025390504
2600.0,200.0,8.1,14.6257,k,3,x,0.01,18.302019,0.7991304128795844
2600.0,200.0,8.2,14.9742,k,3,x,0.01,18.780134,0.7973425535728339
2600.0,200.0,8.3,15.2885,k,3,x,0.01,19.21634,0.7955989538070206
2600.0,200.0,8.4,15.6291,k,3,x,0.01,19.698435,0.7934183603925895
2600.0,200.0,8.5,15.9729,k,3,x,0.01,20.168918,0.7919562169869498
2600.0,200.0,8.6,16.2948,k,3,x,0.01,20.631772,0.7897915893991072
2600.0,200.0,8.7,16.6588,k,3,x,0.01,21.1394,0.7880450722347844
2600.0,200.0,8.8,16.9878,k,3,x,0.01,21.602117,0.7863951482162604
2600.0,200.0,8.9,17.3418,k,3,x,0.01,22.112774,0.7842435327200467
2600.0,200.0,9.0,17.7003,k,3,x,0.01,22.61152,0.7828000948189241
2600.0,200.0,9.1,18.0367,k,3,x,0.01,23.101062,0.7807736285024472
2600.0,200.0,9.2,18.4156,k,3,x,0.01,23.63822,0.7790603522600263
2600.0,200.0,9.3,18.7574,k,3,x,0.01,24.127461,0.7774295024246438
2600.0,200.0,9.4,19.1265,k,3,x,0.01,24.66664,0.7753994869183642
2600.0,200.0,9.5,19.5001,k,3,x,0.01,25.1937,0.774006993811945
2600.0,200.0,9.6,19.8485,k,3,x,0.01,25.709888,0.7720181433695861
2600.0,200.0,9.7,20.243,k,3,x,0.01,26.276592,0.7703814863053777
2600.0,200.0,9.8,20.5996,k,3,x,0.01,26.792372,0.7688606294358707
2600.0,200.0,9.9,20.9818,k,3,x,0.01,27.360035,0.766877673950344
2600.0,200.0,10.0,21.3702,k,3,x,0.01,27.915457,0.7655328730602547
2600.0,200.0,10.1,21.7333,k,3,x,0.01,28.458251,0.7636906428297368
2600.0,200.0,10.2,22.1422,k,3,x,0.01,29.054518,0.7620914585469977
2600.0,200.0,10.3,22.5114,k,3,x,0.01,29.596851,0.7606011869303257
2600.0,200.0,10.4,22.9084,k,3,x,0.01,30.192957,0.7587332370261052
2600.0,200.0,10.5,23.3112,k,3,x,0.01,30.776791,0.7574278942856648
2600.0,200.0,10.6,23.6855,k,3,x,0.01,31.346151,0.75561111155242
2600.0,200.0,10.7,24.109,k,3,x,0.01,31.971995,0.7540661757266008
2600.0,200.0,10.8,24.4919,k,3,x,0.01,32.540897,0.75264981171232
2600.0,200.0,10.9,24.9002,k,3,x,0.01,33.165406,0.7507883364973733
2600.0,200.0,11.0,25.3162,k,3,x,0.01,33.777703,0.749494422400481
2600.0,200.0,11.1,25.7033,k,3,x,0.01,34.373588,0.7477630790245114
2600.0,200.0,11.2,26.1386,k,3,x,0.01,35.029025,0.7461983312410209
2600.0,200.0,11.3,26.5314,k,3,x,0.01,35.624512,0.7447512544171833
2600.0,200.0,11.4,26.9517,k,3,x,0.01,36.277382,0.7429339856994089
2600.0,200.0,11.5,27.3784,k,3,x,0.01,36.918192,0.741596446543211
2600.0,200.0,11.6,27.7728,k,3,x,0.01,37.540562,0.7398077844439302
2600.0,200.0,11.7,28.2189,k,3,x,0.01,38.225606,0.7382198205046115
2600.0,200.0,11.8,28.6213,k,3,x,0.01,38.847696,0.7367566920828459
2600.0,200.0,11.9,29.0486,k,3,x,0.01,39.528885,0.7348702094683419
2600.0,200.0,12.0,29.4843,k,3,x,0.01,40.198258,0.7334720822976956
2600.0,200.0,12.1,29.8874,k,3,x,0.01,40.847074,0.731690108329424
2600.0,200.0,12.2,30.341,k,3,x,0.01,41.561738,0.7300224066664392
2600.0,200.0,12.3,30.7499,k,3,x,0.01,42.210449,0.7284902370974543
2600.0,200.0,12.4,31.1859,k,3,x,0.01,42.919915,0.7266067512016274
2600.0,200.0,12.5,31.6295,k,3,x,0.01,43.617901,0.72514952060623
2600.0,200.0,12.6,32.0378,k,3,x,0.01,44.293124,0.7233131715884388
2600.0,200.0,12.7,32.5008,k,3,x,0.01,45.03742,0.7216399163184747
2600.0,200.0,12.8,32.9179,k,3,x,0.01,45.712771,0.7201029226602781
2600.0,200.0,12.9,33.3601,k,3,x,0.01,46.45047,0.7181864898245378
2600.0,200.0,13.0,33.8127,k,3,x,0.01,47.177122,0.71671815843281
2600.0,200.0,13.1,34.23,k,3,x,0.01,47.878712,0.7149315127775366
2600.0,200.0,13.2,34.7006,k,3,x,0.01,48.652653,0.7132314038455416
2600.0,200.0,13.3,35.1245,k,3,x,0.01,49.354663,0.7116754094744806
2600.0,200.0,13.4,35.5758,k,3,x,0.01,50.120552,0.7098046326385232
2600.0,200.0,13.5,36.0357,k,3,x,0.01,50.87592,0.7083056188467943
2600.0,200.0,13.6,36.4575,k,3,x,0.01,51.603839,0.7064881355048023
2600.0,200.0,13.7,36.936,k,3,x,0.01,52.407436,0.7047854812053771
2600.0,200.0,13.8,37.3665,k,3,x,0.01,53.136126,0.7032221355391999
2600.0,200.0,13.9,37.8213,k,3,x,0.01,53.93016,0.701301461000672
2600.0,200.0,14.0,38.2876,k,3,x,0.01,54.714295,0.6997732493857409
2700.0,200.0,0.1,0.0138469,k,3,x,0.01,0.002696,5.1360905044510385
2700.0,200.0,0.2,0.0295262,k,3,x,0.01,0.011463,2.5757829538515224
2700.0,200.0,0.3,0.0478388,k,3,x,0.01,0.024664,1.9396204995134612
2700.0,200.0,0.4,0.0711488,k,3,x,0.01,0.045022,1.5803118475412021
2700.0,200.0,0.5,0.0986121,k,3,x,0.01,0.069789,1.4130034819240853
2700.0,200.0,0.6,0.131285,k,3,x,0.01,0.099902,1.314137855097996
2700.0,200.0,0.7,0.171567,k,3,x,0.01,0.137821,1.2448538321445934
2700.0,200.0,0.8,0.214656,k,3,x,0.01,0.177426,1.209833958946265
2700.0,200.0,0.9,0.267957,k,3,x,0.01,0.22688,1.1810516572637517
2700.0,200.0,1.0,0.325329,k,3,x,0.01,0.279155,1.1654063154878114
2700.0,200.0,1.1,0.38899,k,3,x,0.01,0.33664,1.155507366920152
2700.0,200.0,1.2,0.463609,k,3,x,0.01,0.403739,1.1482888697896412
2700.0,200.0,1.3,0.538336,k,3,x,0.01,0.469748,1.146010201214268
2700.0,200.0,1.4,0.626805,k,3,x,0.01,0.54827,1.1432414686194756
2700.0,200.0,1.5,0.718216,k,3,x,0.01,0.628098,1.1434776101818505
2700.0,200.0,1.6,0.814671,k,3,x,0.01,0.712912,1.142737112013825
2700.0,200.0,1.7,0.924756,k,3,x,0.01,0.809216,1.1427801724137931
2700.0,200.0,1.8,1.03059,k,3,x,0.01,0.901631,1.1430285782099328
2700.0,200.0,1.9,1.15172,k,3,x,0.01,1.009191,1.1412309463718961
2700.0,200.0,2.0,1.27445,k,3,x,0.01,1.116618,1.1413482498043197
2700.0,200.0,2.1,1.39847,k,3,x,0.01,1.228716,1.1381556030848465
2700.0,200.0,2.2,1.53832,k,3,x,0.01,1.354252,1.135918573500353
2700.0,200.0,2.3,1.66882,k,3,x,0.01,1.473076,1.1328811276539703
2700.0,200.0,2.4,1.8143,k,3,x,0.01,1.609644,1.1271436416996552
2700.0,200.0,2.5,1.9608,k,3,x,0.01,1.744716,1.1238505292551912
2700.0,200.0,2.6,2.10351,k,3,x,0.01,1.884053,1.1164813304084333
2700.0,200.0,2.7,2.26423,k,3,x,0.01,2.038847,1.1105443419736742
2700.0,200.0,2.8,2.41128,k,3,x,0.01,2.184083,1.1040239771107598
2700.0,200.0,2.9,2.5721,k,3,x,0.01,2.349628,1.0946839244339954
2700.0,200.0,3.0,2.73478,k,3,x,0.01,2.512391,1.0885168749609437
2700.0,200.0,3.1,2.88883,k,3,x,0.01,2.678924,1.0783545931127572
2700.0,200.0,3.2,3.0633,k,3,x,0.01,2.862999,1.069961952484091
2700.0,200.0,3.3,3.22145,k,3,x,0.01,3.034651,1.0615553485392553
2700.0,200.0,3.4,3.39209,k,3,x,0.01,3.229143,1.0504613762846675
2700.0,200.0,3.5,3.56665,k,3,x,0.01,3.419643,1.042988990371217
2700.0,200.0,3.6,3.72876,k,3,x,0.01,3.613328,1.031946172614277
2700.0,200.0,3.7,3.91381,k,3,x,0.01,3.82671,1.0227610662945454
2700.0,200.0,3.8,4.08141,k,3,x,0.01,4.024783,1.0140695784095688
2700.0,200.0,3.9,4.26043,k,3,x,0.01,4.248188,1.002881699209169
2700.0,200.0,4.0,4.44609,k,3,x,0.01,4.466473,0.9954364439234269
2700.0,200.0,4.1,4.6166,k,3,x,0.01,4.687267,0.9849236239369338
2700.0,200.0,4.2,4.81259,k,3,x,0.01,4.929977,0.9761891384077451
2700.0,200.0,4.3,4.99119,k,3,x,0.01,5.154477,0.9683213253255373
2700.0,200.0,4.4,5.18088,k,3,x,0.01,5.406764,0.9582219604924499
2700.0,200.0,4.5,5.38141,k,3,x,0.01,5.65288,0.9519766915271508
2700.0,200.0,4.6,5.56952,k,3,x,0.01,5.900739,0.9438682171843221
2700.0,200.0,4.7,5.53103,k,3,x,0.01,6.172801,0.8960324494504197
2700.0,200.0,4.8,5.71273,k,3,x,0.01,6.423734,0.8893160893648461
2700.0,200.0,4.9,5.88329,k,3,x,0.01,6.704869,0.87746531662289
2700.0,200.0,5.0,6.24927,k,3,x,0.01,6.978864,0.8954566244592244
2700.0,200.0,5.1,6.54524,k,3,x,0.01,7.253746,0.9023255018855085
2700.0,200.0,5.2,6.79482,k,3,x,0.01,7.555182,0.8993588771256602
2700.0,200.0,5.3,6.98365,k,3,x,0.01,7.832555,0.891618379953923
2700.0,200.0,5.4,7.17862,k,3,x,0.01,8.142505,0.8816230386103538
2700.0,200.0,5.5,7.37426,k,3,x,0.01,8.444426,0.8732695389834667
2700.0,200.0,5.6,7.5639,k,3,x,0.01,8.746287,0.8648126913740654
2700.0,200.0,5.7,7.78958,k,3,x,0.01,9.077119,0.8581555447273523
2700.0,200.0,5.8,7.99921,k,3,x,0.01,9.38094,0.8527087903770837
2700.0,200.0,5.9,8.23687,k,3,x,0.01,9.719671,0.8474432930908875
2700.0,200.0,6.0,8.48121,k,3,x,0.01,10.049564,0.8439381051755082
2700.0,200.0,6.1,8.71834,k,3,x,0.01,10.378363,0.8400496301777072
